id,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
696,6,1,0,2,1,1,3,5,3,4,4,2,1,4,2,5,5,5,2,2,4,1,2,5,5,1,2,2,4,4,3,2,2,4,4,5,4,5,1
697,19,2,0,2,1,1,2,3,3,1,4,4,1,4,2,4,4,4,2,2,4,4,2,4,2,5,1,2,2,5,4,4,1,4,4,5,1,5,1
698,17,2,0,2,2,1,4,5,3,4,5,2,1,4,1,4,5,4,2,2,2,0,2,4,2,4,5,5,2,4,3,4,2,4,4,5,4,4,1
699,12,1,0,2,2,1,3,5,5,5,5,1,1,3,1,5,5,5,3,2,5,0,2,5,4,3,3,3,3,3,3,3,1,5,5,5,3,5,1
700,1,1,Bengal,2,2,1,3,5,5,5,5,4,1,5,2,4,4,5,1,1,3,1,2,4,3,3,4,3,3,4,3,4,3,4,4,4,3,3,0.85
701,6,1,Bengal cross,2,1,2,2,4,4,3,3,4,1,2,2,3,3,4,1,2,3,1,2,4,2,4,4,3,3,2,4,3,2,1,4,4,4,4,0.85
702,2,2,0,2,1,1,3,4,5,5,5,1,1,4,1,5,5,5,1,2,4,0,2,3,5,4,3,4,4,3,2,4,1,5,5,5,1,5,1
703,7,1,0,2,1,1,3,4,4,5,5,1,1,3,1,5,4,5,1,2,2,0,2,5,4,2,2,3,4,5,5,4,3,1,3,5,4,5,1
704,8,2,0,2,2,1,4,3,3,4,3,2,3,4,1,4,3,5,4,2,2,0,2,3,2,5,4,4,4,4,5,4,2,2,3,4,4,3,0.9
705,5,2,0,1,1,1,3,4,4,3,4,4,1,4,4,5,5,5,3,1,3,0,1,5,5,2,1,1,4,4,5,5,2,4,5,4,2,5,1
706,10,1,0,1,1,1,4,3,3,1,4,5,1,5,2,4,3,5,2,1,3,7,1,3,3,4,3,3,3,3,3,3,3,3,5,4,3,4,1
707,5,1,0,2,1,2,3,3,3,3,4,3,1,1,3,5,5,4,4,2,2,2,2,5,4,4,4,4,3,4,2,5,1,5,5,5,2,4,0.95
708,2,1,Bengal,2,1,2,3,5,5,3,2,4,1,2,4,3,2,4,4,2,4,1,2,2,2,4,2,4,4,4,4,4,2,4,4,4,2,4,0.75
709,3,2,0,2,1,1,3,4,4,4,4,4,1,4,2,5,4,5,2,2,4,1,2,4,4,5,4,4,4,3,4,4,2,4,5,4,4,4,1
710,3,1,0,2,1,1,3,3,3,3,2,2,1,4,4,4,2,4,2,2,3,1,2,5,5,1,4,3,2,4,4,5,2,2,4,5,1,5,0.8
711,12,1,0,2,1,1,3,3,4,4,4,2,1,4,2,4,4,4,3,2,5,0,2,4,4,4,3,3,3,5,3,5,4,5,5,5,1,4,1
712,2,2,Ragdoll,1,1,1,3,3,4,1,5,2,5,5,1,5,5,5,1,2,4,2,1,5,3,5,1,2,4,4,3,3,3,5,4,4,5,3,1
713,18,1,0,2,1,1,3,4,3,5,3,2,1,3,3,3,3,4,2,2,3,0,2,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,0.95
714,17,1,0,1,1,1,3,3,3,4,3,2,1,4,2,4,4,4,2,2,4,2,1,4,4,2,2,2,4,4,2,4,4,5,4,5,2,5,0.95
715,6,1,0,2,1,1,3,3,4,5,5,4,1,3,2,5,5,4,4,2,2,0,2,5,2,3,2,3,3,4,5,5,4,3,4,5,3,4,1
716,11,1,birman cross,2,2,1,4,4,4,3,4,2,3,3,4,3,3,4,3,2,3,0,2,4,3,3,1,2,4,3,3,3,1,4,5,5,1,5,0.8
717,13,1,0,2,2,2,4,3,3,3,5,3,1,3,3,5,4,4,3,2,3,0,2,3,4,3,4,4,4,4,3,3,2,5,4,5,3,3,1
718,12,1,0,2,1,2,3,3,4,5,5,1,1,3,1,5,5,5,1,2,3,3,2,2,4,4,2,2,4,5,5,5,3,5,4,3,4,4,0.95
719,7,1,0,1,1,1,3,4,4,1,5,3,2,3,3,4,4,4,3,0,4,3,1,2,2,4,4,4,2,4,3,4,1,3,4,4,4,4,0.95
720,5,1,0,2,1,1,3,4,4,4,3,1,1,4,3,5,5,5,2,2,4,1,2,3,2,5,3,3,3,5,5,3,3,3,5,5,1,3,1
721,3,2,0,2,1,1,3,5,4,1,3,3,1,3,3,4,4,5,2,2,4,1,2,3,1,5,5,5,1,3,3,5,3,5,5,5,3,5,1
722,16,2,0,2,2,1,3,3,4,4,3,2,1,3,3,5,3,4,3,2,6,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
723,3,1,0,2,1,1,3,5,5,5,4,2,1,3,2,5,4,5,1,2,4,1,2,5,4,2,2,1,4,5,5,5,2,4,3,5,3,4,1
724,5,2,0,2,1,1,4,5,5,1,5,1,1,5,1,5,5,5,2,2,3,2,2,4,4,2,4,4,3,4,5,4,2,4,5,5,1,4,1
725,1,2,british shorthair,1,1,2,2,4,5,1,3,3,1,3,2,3,2,3,3,2,4,4,1,2,3,4,2,2,2,3,3,3,3,3,3,3,3,2,0.7
726,11,2,0,2,1,1,3,5,4,4,4,4,1,5,1,5,5,5,1,2,4,10,2,1,3,5,4,2,1,4,3,4,1,5,5,5,1,5,1
727,8,1,0,2,1,2,3,5,5,3,5,2,1,3,2,4,4,4,2,2,5,1,2,4,3,3,3,3,4,3,4,4,1,3,4,4,2,4,0.85
728,3,2,0,2,2,1,3,5,3,2,3,3,1,5,3,4,3,4,2,2,4,0,2,4,2,4,4,4,4,3,5,5,2,4,5,5,4,5,0.9
729,13,2,Turkish van,2,2,1,3,3,3,3,3,3,3,2,3,4,3,4,3,2,5,3,2,4,4,3,3,1,4,3,3,4,3,5,4,4,3,4,0.9
730,5,1,0,2,1,1,3,4,4,3,5,4,1,2,2,4,4,4,4,2,2,0,2,5,4,4,2,2,4,3,5,5,1,4,5,5,2,4,1
731,10,2,Birman,2,1,1,3,3,4,3,5,5,1,3,2,5,5,5,3,2,1,0,2,4,5,4,4,4,4,3,1,1,4,4,4,5,1,5,1
732,4,1,0,2,2,2,4,5,5,3,5,2,1,3,3,5,4,4,1,2,1,1,2,5,5,4,4,2,4,4,4,4,2,5,5,5,4,5,1
733,8,1,0,2,1,1,3,3,4,4,5,3,1,4,2,5,5,5,2,2,2,0,2,3,4,4,3,3,4,4,3,4,1,4,4,4,2,4,1
734,6,1,0,2,1,1,3,5,5,3,5,3,1,3,1,4,5,5,3,2,4,4,2,4,4,5,4,4,5,4,4,4,1,5,5,5,1,5,1
735,12,1,Persian chinchilla,2,1,1,3,4,4,4,4,4,1,3,2,4,2,5,2,2,5,2,2,4,4,2,5,3,4,3,4,4,1,4,5,5,3,4,1
736,2,2,0,2,1,2,3,5,4,1,1,5,1,1,5,2,1,2,4,2,4,1,2,2,2,4,4,5,4,3,5,4,3,4,4,5,1,5,0.35
737,6,2,0,2,1,1,3,5,3,1,2,3,1,3,5,4,2,3,1,2,1,2,2,1,4,4,4,2,3,4,3,3,1,5,5,5,2,5,0.95
738,10,1,0,2,1,2,4,4,4,1,2,3,1,3,2,4,4,4,3,2,4,3,2,5,5,2,3,1,3,4,4,4,1,2,4,3,4,1,0.9
739,2,2,russian blue,2,1,2,3,4,4,1,2,4,1,4,4,4,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
740,3,2,0,1,2,1,3,5,5,4,4,3,1,3,2,4,4,5,1,2,2,1,1,5,4,3,2,2,5,2,4,3,4,5,3,4,5,4,1
741,11,2,0,2,2,2,3,4,3,3,4,2,2,4,2,4,3,3,1,2,2,6,2,4,2,4,2,2,5,4,5,3,1,4,4,4,3,4,0.95
742,6,2,0,2,1,1,4,3,3,5,4,1,1,5,1,5,5,5,1,2,1,2,2,4,1,2,4,4,2,4,5,5,4,4,5,3,3,3,1
743,8,1,0,2,1,2,3,4,4,4,5,1,3,4,2,5,3,3,3,2,5,0,2,4,4,2,4,2,4,5,4,4,4,4,2,4,2,3,0.7
744,13,2,Abyssinian cross ,2,1,1,4,3,2,1,4,3,1,3,1,5,4,5,2,2,1,1,2,4,5,3,2,2,5,3,5,4,1,4,5,4,4,3,0.95
745,4,1,0,2,1,1,3,5,5,5,2,2,4,2,4,2,2,2,3,2,6,4,2,1,4,5,5,4,1,5,5,4,4,1,2,1,5,4,0.25
746,5,1,0,2,1,1,3,5,4,3,4,1,3,4,1,5,4,5,1,1,4,0,2,4,3,3,5,4,3,3,5,5,3,4,4,5,2,4,1
747,1,1,0,2,1,1,3,5,5,3,4,1,1,4,2,5,4,5,1,2,4,1,2,3,1,3,3,5,1,5,1,3,3,4,3,3,3,4,1
748,7,1,0,2,1,1,3,4,3,3,4,2,1,2,2,4,4,4,4,1,4,0,2,2,2,2,4,4,2,3,1,2,4,2,5,5,4,4,1
749,3,2,0,2,1,1,3,4,4,5,5,2,1,4,1,5,5,5,2,2,3,1,2,5,4,2,4,4,4,2,4,5,2,3,4,4,2,4,1
750,5,1,0,2,1,1,4,5,4,3,1,2,3,2,4,3,1,4,2,2,2,0,2,5,4,2,4,4,2,4,4,5,3,2,3,3,4,3,1
751,2,1,0,2,1,1,3,5,4,4,4,2,1,4,2,5,4,5,2,2,1,4,2,2,4,4,2,2,4,4,2,4,4,4,4,5,2,4,0.95
752,1,1,0,2,1,1,3,4,3,4,4,2,1,2,2,5,4,4,2,2,3,1,2,4,3,4,4,3,4,3,3,2,1,3,5,4,2,3,0.85
753,3,1,0,2,2,2,3,5,4,1,4,4,2,1,5,4,2,4,5,2,1,0,2,5,5,2,4,4,4,4,4,5,1,4,5,5,2,5,1
754,2,2,0,2,1,1,3,5,4,3,2,4,1,3,4,2,3,3,1,2,3,0,2,4,4,4,4,3,4,4,5,5,1,4,5,5,4,4,0.8
755,13,1,0,2,1,1,3,5,4,4,4,2,3,3,2,4,3,4,2,2,4,0,2,4,5,4,2,3,4,4,3,5,1,3,5,4,1,4,1
756,4,1,0,1,1,1,3,3,3,3,1,1,1,5,1,5,2,5,3,2,5,0,1,3,4,3,3,1,4,3,3,3,4,5,5,3,5,3,1
757,19,1,0,2,2,1,3,4,3,5,4,1,1,4,2,4,4,4,2,2,1,1,2,4,2,4,4,4,2,4,4,4,2,4,5,5,1,5,1
758,9,1,0,1,1,1,4,5,4,5,5,1,1,5,2,5,5,5,1,2,4,1,1,5,4,5,4,4,2,3,4,5,4,4,5,5,2,5,1
759,13,2,0,2,2,2,3,4,5,5,2,5,3,1,1,5,2,5,4,2,1,0,2,5,4,4,4,2,4,4,2,5,2,1,5,5,3,5,1
760,7,1,Siamese,1,1,2,3,5,4,4,5,2,1,4,1,5,5,4,2,2,2,1,1,4,3,4,1,2,4,3,4,2,1,4,4,5,2,4,0.95
761,8,2,0,1,2,1,2,4,3,5,1,3,3,2,3,2,2,3,3,2,2,2,1,4,2,2,4,2,4,4,5,5,1,4,4,3,4,5,0.85
762,3,1,0,1,1,1,3,5,4,5,3,2,1,4,2,5,4,5,2,2,2,2,1,4,4,2,4,2,4,5,5,5,2,4,4,4,4,4,1
763,12,2,0,2,2,2,4,4,3,3,5,5,2,2,1,5,4,5,4,2,3,0,2,4,4,4,4,4,3,5,4,5,1,4,5,5,2,3,1
764,5,1,Sphyinx ,1,1,1,3,3,5,5,5,1,1,3,1,5,5,5,1,2,1,0,1,5,1,5,5,5,4,4,4,5,1,4,5,3,1,5,1
765,1,1,0,1,1,1,3,4,4,2,4,4,1,2,4,2,3,3,3,2,2,1,1,4,3,4,5,4,3,3,2,3,2,4,4,5,1,5,0.9
766,4,1,0,2,1,1,3,4,4,1,4,2,1,4,2,5,5,5,1,1,3,2,2,3,1,5,5,4,2,5,3,5,2,3,4,5,2,5,1
767,9,1,0,2,1,2,3,3,5,2,5,2,1,3,3,5,5,3,2,2,5,0,2,2,1,5,5,5,2,5,4,5,1,5,5,5,2,5,1
768,15,2,Maine Coon,1,2,1,3,4,4,3,5,1,1,5,1,5,5,5,1,2,5,3,1,1,1,4,5,4,2,4,4,4,1,3,5,5,3,5,1
769,11,1,0,1,1,1,4,4,3,3,4,4,1,3,3,5,4,4,3,2,1,4,1,3,3,3,2,2,5,2,3,4,5,1,2,3,4,3,0.8
770,13,1,0,1,1,1,3,5,4,4,4,1,3,3,2,4,2,5,1,2,3,1,1,5,4,4,5,4,4,5,5,5,1,5,5,2,4,4,1
771,3,2,0,1,1,1,3,5,5,4,4,2,1,4,2,5,4,5,1,2,3,0,1,4,5,2,1,2,5,4,5,3,3,3,4,5,2,5,0.9
772,4,2,Burmese,1,1,1,3,4,4,3,5,1,1,5,1,5,5,5,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
773,3,1,0,1,1,1,3,4,4,3,4,3,1,4,1,5,4,4,3,2,2,1,1,4,2,5,4,2,4,4,4,5,1,3,4,5,2,4,1
774,13,1,0,2,1,1,3,5,5,3,5,2,1,5,2,5,5,5,1,2,3,5,2,1,1,5,2,2,4,5,5,5,4,4,4,5,1,5,1
775,2,1,0,1,1,1,3,5,4,1,1,2,1,4,1,5,1,5,1,2,6,1,1,2,2,3,2,3,4,2,5,1,1,4,5,5,4,4,1
776,4,1,0,1,1,1,3,4,4,4,4,2,1,4,2,4,4,4,2,2,2,0,1,3,0,0,2,0,5,2,0,3,0,3,0,4,0,0,1
777,3,2,devon rex,1,1,1,3,5,5,4,5,2,1,5,2,5,4,5,2,2,5,1,1,4,4,3,4,4,2,4,5,4,3,5,5,4,4,5,0.95
778,9,1,longhair,1,1,1,2,5,5,5,4,2,1,3,1,5,5,5,2,2,4,0,1,3,3,3,4,1,5,3,3,3,3,4,5,2,5,5,1
779,10,1,Siamese ,1,1,1,3,4,4,4,5,2,1,5,1,5,5,5,1,2,3,0,1,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,1
780,1,1,0,1,1,1,3,4,4,4,4,2,1,4,1,5,5,5,2,2,2,1,1,4,4,4,2,2,5,4,4,4,2,5,5,5,2,5,1
781,7,2,0,1,1,1,3,5,5,3,5,4,1,3,3,5,5,4,3,2,4,13,1,3,2,5,4,4,3,5,4,5,2,5,5,5,2,4,1
782,1,2,Abyssinian,1,1,1,3,5,4,1,3,2,1,4,1,4,2,5,2,2,3,1,1,2,3,4,4,4,2,4,4,5,1,4,4,5,1,4,1
783,13,1,0,2,1,1,3,5,5,5,4,2,1,2,1,5,5,4,2,2,3,2,2,5,4,4,5,5,3,4,4,5,1,5,5,2,4,4,1
784,8,1,0,2,1,1,3,4,4,5,2,3,1,4,3,5,4,5,2,0,2,10,2,3,4,4,4,3,4,3,5,5,2,4,5,5,3,4,0.95
785,6,2,0,2,1,1,3,5,5,5,4,1,2,4,1,5,5,5,1,2,2,1,2,4,4,3,4,2,4,4,4,4,3,4,4,5,2,4,0.85
786,7,1,0,1,1,2,3,5,4,4,2,1,3,4,1,4,3,3,3,2,2,2,1,4,5,4,2,1,5,4,4,3,2,5,5,5,4,4,0.85
787,13,1,0,1,1,1,3,3,4,4,2,5,1,2,3,4,3,4,3,2,3,0,1,3,3,4,2,3,4,4,5,4,2,5,5,4,4,4,0.95
788,8,2,0,2,1,1,3,5,4,5,4,2,3,4,2,5,4,4,3,2,2,0,2,4,4,5,5,4,2,3,3,3,3,5,3,4,4,5,0.75
789,3,2,0,2,2,2,2,3,3,1,3,5,1,2,2,4,4,4,4,2,2,2,2,4,2,5,4,4,2,3,5,5,4,4,5,3,5,4,0.95
790,7,1,0,2,2,1,3,5,4,4,5,1,1,4,1,5,4,5,1,2,2,1,2,5,4,5,3,3,4,3,3,4,2,2,5,4,2,5,1
791,5,1,Turkish van ,2,1,1,3,5,5,4,5,1,1,4,2,5,5,5,1,2,2,0,2,4,3,4,5,3,3,4,5,4,2,2,4,5,2,5,1
792,4,2,0,2,2,2,3,2,1,3,1,5,4,3,4,1,1,3,3,2,2,15,2,4,3,4,1,3,4,4,4,4,2,3,5,4,1,4,1
793,6,2,Russian Blue,1,2,1,3,5,3,1,5,2,1,2,2,5,5,5,1,2,4,1,1,3,4,5,3,3,4,5,3,5,4,3,5,5,3,5,1
794,10,2,Part Burmese,2,1,1,4,4,3,3,2,3,1,3,1,4,3,3,3,2,6,1,2,2,1,5,4,5,2,3,4,3,2,4,5,5,2,5,1
795,3,2,EGYPTIAN MAU,2,1,1,3,5,5,5,5,2,1,5,1,4,4,5,1,2,2,2,2,4,4,5,4,4,4,3,3,4,1,4,3,5,1,5,1
796,3,1,0,2,1,1,3,5,4,5,4,1,1,2,2,5,5,5,1,2,4,1,2,5,3,2,5,3,2,3,4,4,1,2,4,5,1,5,1
797,8,1,Bengal ,1,1,1,3,5,5,5,5,3,1,2,1,4,5,5,3,2,3,1,1,1,3,4,4,4,2,4,3,4,3,3,4,3,2,4,0.95
798,15,2,0,2,1,1,3,3,3,5,2,1,1,3,1,1,3,5,1,2,4,1,2,4,3,4,4,4,2,4,5,4,5,3,4,5,1,5,1
799,6,2,0,2,1,1,3,4,3,3,4,2,1,4,1,5,4,4,2,2,3,0,2,4,2,4,4,4,4,4,4,5,2,4,4,5,2,5,1
800,10,1,0,2,2,2,3,5,4,3,4,1,5,4,1,5,5,5,1,2,3,0,2,2,5,1,4,2,3,4,5,5,5,1,2,4,2,4,0.9
801,5,1,0,1,1,1,3,3,2,1,1,5,1,3,4,4,1,5,4,2,2,1,1,1,4,5,3,3,5,5,5,5,1,2,5,5,4,5,0.9
802,2,1,0,2,1,1,4,4,4,4,4,5,1,2,3,5,4,5,4,2,2,1,2,2,3,4,5,4,2,2,2,2,2,4,3,4,4,4,1
803,1,2,0,2,1,1,3,5,5,4,5,1,1,5,2,5,5,5,1,2,3,1,2,4,1,4,5,5,2,4,4,3,1,5,5,5,1,5,1
804,12,2,0,1,1,1,4,3,3,4,2,2,1,4,2,4,2,4,2,2,2,0,1,4,4,4,5,5,1,4,4,5,1,5,5,4,2,4,0.95
805,13,2,0,2,2,1,3,3,3,1,5,4,1,3,1,5,5,4,3,2,3,0,2,3,3,4,2,2,4,4,5,4,1,5,5,5,2,3,0.9
806,7,1,0,2,1,1,2,4,3,2,3,2,1,2,3,4,4,4,2,2,3,2,2,4,4,4,4,4,3,4,2,4,4,4,3,3,4,3,1
807,2,1,0,2,1,1,3,5,5,3,5,2,3,4,1,5,4,4,2,2,2,0,2,5,5,2,4,4,4,4,5,5,1,4,5,5,4,5,0.8
808,11,2,0,2,2,1,4,4,3,5,4,2,1,4,2,4,4,4,2,2,6,2,2,2,2,5,5,3,4,5,5,5,2,5,5,5,2,5,0.85
809,3,1,Neva Masquerade,1,1,2,3,3,4,4,5,2,1,4,2,5,5,5,2,2,1,0,1,5,4,4,2,4,4,4,3,4,3,4,5,4,4,5,1
810,2,1,sphynx,2,2,2,3,5,4,4,4,2,1,3,1,5,4,5,2,2,4,0,2,4,4,2,5,4,2,4,4,4,4,4,4,4,4,3,1
811,11,1,0,2,1,1,4,5,3,3,5,4,3,5,5,3,5,4,3,2,1,0,2,5,5,5,2,2,3,1,2,1,1,4,4,5,4,5,1
812,13,2,0,2,1,1,4,3,3,4,2,2,1,3,2,5,2,5,1,2,1,0,2,1,1,4,4,4,3,5,2,5,1,5,4,5,1,5,1
813,1,1,0,1,1,1,3,5,5,3,5,5,3,5,3,4,5,4,2,2,1,0,1,1,2,4,4,4,3,4,4,4,2,2,3,4,4,4,0.8
814,12,2,0,2,2,1,3,3,3,5,5,2,1,4,1,5,5,5,2,2,4,0,2,3,2,4,4,3,3,4,4,3,1,4,5,5,2,5,1
815,13,2,Maine Coon,2,2,1,4,4,3,3,2,2,1,4,2,4,2,5,1,2,4,1,2,3,2,4,5,4,1,5,2,4,4,4,3,5,1,3,0.95
816,1,1,bengal,1,1,1,3,5,4,4,4,2,1,4,2,5,4,4,1,1,2,1,1,4,1,4,4,4,4,3,3,4,1,4,4,4,2,4,1
817,8,1,0,2,1,2,2,4,4,3,4,3,1,2,2,4,3,4,3,2,4,13,2,4,4,4,3,1,4,4,4,4,4,2,2,2,4,2,1
818,6,2,0,2,1,2,3,4,4,3,3,1,1,4,1,5,4,5,1,2,1,1,2,5,4,4,5,5,4,5,5,5,1,5,5,5,4,4,1
819,4,1,0,2,1,1,3,5,5,4,5,4,1,4,2,5,5,4,4,2,3,1,2,5,5,2,2,2,4,3,2,4,2,4,4,5,2,5,1
820,6,1,0,2,1,1,3,4,3,3,1,3,1,3,4,4,4,4,1,2,4,2,2,3,2,3,3,4,1,3,4,4,4,2,2,5,2,5,1
821,2,1,0,2,1,1,3,5,4,5,5,1,1,4,2,5,5,5,1,2,4,0,2,4,2,2,2,3,4,4,4,4,2,4,4,5,1,5,1
822,10,1,"Part domestic, part siamese",2,1,1,3,4,4,5,4,2,1,4,1,5,5,5,4,2,3,2,2,4,4,3,5,2,2,4,3,5,3,3,5,5,1,5,1
823,2,1,Devon Rex,2,1,1,3,4,5,4,5,2,1,4,2,5,4,5,2,2,3,0,2,4,3,4,4,5,1,4,5,5,2,4,4,5,2,4,1
824,2,2,0,1,1,2,3,4,5,5,3,1,1,4,1,5,5,1,4,2,2,2,1,5,5,4,3,2,4,2,4,5,2,3,4,5,3,3,0.9
825,3,1,0,2,2,2,3,3,3,3,2,4,1,2,3,4,4,4,5,2,3,0,2,2,3,4,4,4,4,3,5,3,4,5,4,4,1,3,0.8
826,5,1,0,2,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2,2,5,5,2,4,3,5,3,3,5,4,3,3,1,4,5,5,1,5,1
827,5,1,0,2,1,1,3,3,4,1,5,4,1,3,2,4,5,3,4,2,2,1,2,4,2,4,4,3,1,4,4,4,1,4,5,4,2,4,0.95
828,3,2,0,2,1,1,3,4,4,3,4,1,1,3,2,5,4,5,1,2,6,2,2,4,4,5,5,5,1,5,5,5,1,2,5,5,1,5,1
829,4,2,Sacred Birman,1,1,2,3,4,4,3,4,2,1,3,2,4,4,5,1,2,3,2,1,2,2,4,3,3,4,5,5,5,4,2,2,4,3,4,1
830,3,1,0,2,1,1,3,5,4,4,4,2,1,3,1,4,3,4,3,2,2,0,2,4,3,3,4,3,3,4,4,4,2,4,4,4,3,4,0.8
831,6,1,0,1,1,1,4,4,4,1,4,3,1,2,3,4,4,3,3,2,4,1,1,3,4,2,3,2,4,4,4,5,2,3,4,4,3,4,0.95
832,12,1,0,2,2,1,3,5,5,5,4,2,1,3,2,5,4,5,3,2,1,3,2,4,4,4,3,2,3,4,3,4,1,3,5,3,1,4,0.95
833,13,2,0,1,1,1,4,3,1,2,2,4,1,3,3,5,2,3,4,2,3,1,1,4,2,5,5,3,4,4,4,5,1,4,5,5,4,4,0.95
834,8,2,Ragdoll,1,1,1,3,5,4,5,3,2,1,2,2,4,4,4,2,2,1,0,1,4,4,4,4,4,2,5,5,5,1,5,5,5,4,3,0.8
835,7,1,0,2,1,1,3,5,3,5,5,2,1,5,1,4,4,5,4,2,2,0,2,3,1,4,5,4,4,3,4,2,3,4,5,1,2,3,1
836,3,1,British Blue,2,1,1,3,5,5,3,2,3,1,4,3,4,3,5,1,2,3,0,2,1,1,5,3,5,3,3,5,3,1,5,5,5,1,5,1
837,3,1,0,2,1,1,3,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,3,1,0,2,1,1,4,3,3,1,2,4,1,2,2,4,3,4,5,2,5,1,2,5,5,4,2,2,5,3,3,5,3,4,4,4,2,3,0.9
839,5,2,0,2,1,1,3,5,5,3,4,2,1,4,3,5,4,5,3,2,2,0,2,4,4,4,2,2,4,3,4,4,1,5,5,5,2,2,1
840,2,1,0,1,1,1,3,5,4,5,3,3,1,3,2,5,3,4,2,2,2,0,1,5,4,3,4,3,3,3,3,3,2,4,4,5,2,3,0.9
841,1,1,0,2,1,1,3,4,4,5,5,2,3,4,2,4,4,5,2,2,2,1,2,4,2,4,5,4,2,3,5,5,4,5,5,5,3,5,1
842,6,1,0,2,1,1,3,5,3,3,4,2,1,4,4,4,4,4,1,2,2,1,2,5,5,2,2,2,4,4,5,5,2,2,5,5,1,5,0.95
843,8,1,0,2,1,1,3,5,3,4,4,1,3,4,2,4,4,4,2,2,2,0,2,4,2,2,5,5,1,4,2,4,4,3,4,5,5,4,0.95
844,8,1,0,2,1,1,4,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,3,1,0,2,1,1,3,5,4,3,3,1,3,2,2,4,2,5,1,2,3,3,2,5,5,4,4,2,5,3,4,4,1,4,5,5,1,5,0.9
846,8,1,0,2,2,1,3,4,3,5,4,4,1,3,2,5,4,5,3,2,2,0,2,3,2,4,5,5,2,4,4,3,2,3,5,5,1,5,1
847,10,1,Long haired ginger somali,2,1,1,3,4,5,3,5,2,1,4,1,5,5,5,2,2,1,0,2,2,1,4,5,5,1,5,3,5,4,3,4,5,2,4,1
848,8,2,0,2,1,1,3,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,5,1,0,2,1,1,3,5,5,5,2,2,1,1,4,4,1,2,1,2,3,0,2,3,3,3,5,2,4,1,4,5,1,4,4,4,4,3,0.85
850,15,1,0,2,1,1,4,3,4,1,3,3,1,3,2,4,4,5,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
851,8,1,Bengal,2,1,1,3,4,5,3,4,3,1,4,1,5,5,4,2,2,2,3,2,5,4,3,5,5,2,4,4,5,1,5,5,5,4,4,1
852,4,2,moggie,2,1,2,3,4,4,3,2,2,1,5,5,5,4,4,3,2,6,0,2,3,3,4,5,4,2,4,4,2,1,5,5,4,2,3,1
853,11,1,0,2,1,1,4,5,5,5,5,1,1,2,1,5,5,5,2,1,3,0,2,1,2,4,5,4,1,5,2,5,3,3,4,5,4,4,1
854,5,1,Balinese,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,1,2,2,5,2,1,1,5,5,5,1,5,5,5,1,4,5,5,1,5,1
855,3,2,0,1,1,1,3,5,5,5,5,3,1,4,1,5,5,5,3,2,1,1,1,4,4,4,5,5,4,4,4,5,4,5,5,5,2,5,1
856,10,1,0,2,1,1,3,4,3,4,4,2,1,3,2,5,4,5,2,2,3,0,2,1,2,3,5,5,1,4,3,3,1,3,5,4,1,5,1
857,1,1,0,2,1,1,4,5,4,3,4,2,3,4,2,3,3,4,2,2,3,0,2,4,4,4,5,5,2,4,4,4,2,4,4,4,4,4,0.75
858,4,2,0,2,1,1,3,4,3,1,3,3,1,4,3,4,4,3,1,2,2,0,2,5,4,4,2,3,4,3,4,4,4,4,4,4,4,4,0.95
859,19,2,Russian Blue,1,2,1,2,4,3,5,5,2,1,4,1,5,5,5,2,2,2,2,1,5,4,5,4,4,4,4,4,3,1,5,5,5,1,5,1
860,5,1,Maine Coon,2,1,1,3,5,5,4,5,1,1,5,1,5,4,5,1,2,2,6,2,5,0,0,4,0,4,3,0,4,0,5,0,3,0,0,1
861,1,2,0,2,1,1,3,4,4,4,5,2,1,4,2,4,4,4,2,2,2,0,2,2,2,4,5,5,1,4,4,4,4,1,4,5,4,3,0.85
862,1,1,0,2,2,1,3,4,3,3,5,3,1,4,2,5,4,5,2,2,2,0,2,4,4,5,3,3,3,4,3,4,2,5,5,5,2,5,1
863,3,1,0,1,1,1,3,5,5,4,3,1,1,5,3,5,5,5,1,1,4,0,1,5,3,3,5,3,5,5,5,5,3,5,5,3,3,3,1
