index,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
772,4,2,Burmese,1,1,1,3,4,4,3,5,1,1,5,1,5,5,5,1,1,4,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
773,3,1,0,1,1,1,3,4,4,3,4,3,1,4,1,5,4,4,3,2,2,1.0,1,4,2,5,4,2,4,4,4,5,1,3,4,5,2,4,1.0
774,13,1,0,2,1,1,3,5,5,3,5,2,1,5,2,5,5,5,1,2,3,5.0,2,1,1,5,2,2,4,5,5,5,4,4,4,5,1,5,1.0
775,2,1,0,1,1,1,3,5,4,1,1,2,1,4,1,5,1,5,1,2,6,1.0,1,2,2,3,2,3,4,2,5,1,1,4,5,5,4,4,1.0
776,4,1,0,1,1,1,3,4,4,4,4,2,1,4,2,4,4,4,2,2,2,0.0,1,3,0,0,2,0,5,2,0,3,0,3,0,4,0,0,1.0
777,3,2,devon rex,1,1,1,3,5,5,4,5,2,1,5,2,5,4,5,2,2,5,1.0,1,4,4,3,4,4,2,4,5,4,3,5,5,4,4,5,0.95
778,9,1,longhair,1,1,1,2,5,5,5,4,2,1,3,1,5,5,5,2,2,4,0.0,1,3,3,3,4,1,5,3,3,3,3,4,5,2,5,5,1.0
779,10,1,Siamese ,1,1,1,3,4,4,4,5,2,1,5,1,5,5,5,1,2,3,0.0,1,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,1.0
780,1,1,0,1,1,1,3,4,4,4,4,2,1,4,1,5,5,5,2,2,2,1.0,1,4,4,4,2,2,5,4,4,4,2,5,5,5,2,5,1.0
781,7,2,0,1,1,1,3,5,5,3,5,4,1,3,3,5,5,4,3,2,4,13.0,1,3,2,5,4,4,3,5,4,5,2,5,5,5,2,4,1.0
782,1,2,Abyssinian,1,1,1,3,5,4,1,3,2,1,4,1,4,2,5,2,2,3,1.0,1,2,3,4,4,4,2,4,4,5,1,4,4,5,1,4,1.0
783,13,1,0,2,1,1,3,5,5,5,4,2,1,2,1,5,5,4,2,2,3,2.0,2,5,4,4,5,5,3,4,4,5,1,5,5,2,4,4,1.0
784,8,1,0,2,1,1,3,4,4,5,2,3,1,4,3,5,4,5,2,0,2,10.0,2,3,4,4,4,3,4,3,5,5,2,4,5,5,3,4,0.95
785,6,2,0,2,1,1,3,5,5,5,4,1,2,4,1,5,5,5,1,2,2,1.0,2,4,4,3,4,2,4,4,4,4,3,4,4,5,2,4,0.85
786,7,1,0,1,1,2,3,5,4,4,2,1,3,4,1,4,3,3,3,2,2,2.0,1,4,5,4,2,1,5,4,4,3,2,5,5,5,4,4,0.85
787,13,1,0,1,1,1,3,3,4,4,2,5,1,2,3,4,3,4,3,2,3,0.0,1,3,3,4,2,3,4,4,5,4,2,5,5,4,4,4,0.95
788,8,2,0,2,1,1,3,5,4,5,4,2,3,4,2,5,4,4,3,2,2,0.0,2,4,4,5,5,4,2,3,3,3,3,5,3,4,4,5,0.75
789,3,2,0,2,2,2,2,3,3,1,3,5,1,2,2,4,4,4,4,2,2,2.0,2,4,2,5,4,4,2,3,5,5,4,4,5,3,5,4,0.95
790,7,1,0,2,2,1,3,5,4,4,5,1,1,4,1,5,4,5,1,2,2,1.0,2,5,4,5,3,3,4,3,3,4,2,2,5,4,2,5,1.0
791,5,1,Turkish van ,2,1,1,3,5,5,4,5,1,1,4,2,5,5,5,1,2,2,0.0,2,4,3,4,5,3,3,4,5,4,2,2,4,5,2,5,1.0
792,4,2,0,2,2,2,3,2,1,3,1,5,4,3,4,1,1,3,3,2,2,15.0,2,4,3,4,1,3,4,4,4,4,2,3,5,4,1,4,1.0
793,6,2,Russian Blue,1,2,1,3,5,3,1,5,2,1,2,2,5,5,5,1,2,4,1.0,1,3,4,5,3,3,4,5,3,5,4,3,5,5,3,5,1.0
794,10,2,Part Burmese,2,1,1,4,4,3,3,2,3,1,3,1,4,3,3,3,2,6,1.0,2,2,1,5,4,5,2,3,4,3,2,4,5,5,2,5,1.0
795,3,2,EGYPTIAN MAU,2,1,1,3,5,5,5,5,2,1,5,1,4,4,5,1,2,2,2.0,2,4,4,5,4,4,4,3,3,4,1,4,3,5,1,5,1.0
796,3,1,0,2,1,1,3,5,4,5,4,1,1,2,2,5,5,5,1,2,4,1.0,2,5,3,2,5,3,2,3,4,4,1,2,4,5,1,5,1.0
797,8,1,Bengal ,1,1,1,3,5,5,5,5,3,1,2,1,4,5,5,3,2,3,1.0,1,1,3,4,4,4,2,4,3,4,3,3,4,3,2,4,0.95
798,15,2,0,2,1,1,3,3,3,5,2,1,1,3,1,1,3,5,1,2,4,1.0,2,4,3,4,4,4,2,4,5,4,5,3,4,5,1,5,1.0
799,6,2,0,2,1,1,3,4,3,3,4,2,1,4,1,5,4,4,2,2,3,0.0,2,4,2,4,4,4,4,4,4,5,2,4,4,5,2,5,1.0
800,10,1,0,2,2,2,3,5,4,3,4,1,5,4,1,5,5,5,1,2,3,0.0,2,2,5,1,4,2,3,4,5,5,5,1,2,4,2,4,0.9
801,5,1,0,1,1,1,3,3,2,1,1,5,1,3,4,4,1,5,4,2,2,1.0,1,1,4,5,3,3,5,5,5,5,1,2,5,5,4,5,0.9
802,2,1,0,2,1,1,4,4,4,4,4,5,1,2,3,5,4,5,4,2,2,1.0,2,2,3,4,5,4,2,2,2,2,2,4,3,4,4,4,1.0
803,1,2,0,2,1,1,3,5,5,4,5,1,1,5,2,5,5,5,1,2,3,1.0,2,4,1,4,5,5,2,4,4,3,1,5,5,5,1,5,1.0
804,12,2,0,1,1,1,4,3,3,4,2,2,1,4,2,4,2,4,2,2,2,0.0,1,4,4,4,5,5,1,4,4,5,1,5,5,4,2,4,0.95
805,13,2,0,2,2,1,3,3,3,1,5,4,1,3,1,5,5,4,3,2,3,0.0,2,3,3,4,2,2,4,4,5,4,1,5,5,5,2,3,0.9
806,7,1,0,2,1,1,2,4,3,2,3,2,1,2,3,4,4,4,2,2,3,2.0,2,4,4,4,4,4,3,4,2,4,4,4,3,3,4,3,1.0
807,2,1,0,2,1,1,3,5,5,3,5,2,3,4,1,5,4,4,2,2,2,0.0,2,5,5,2,4,4,4,4,5,5,1,4,5,5,4,5,0.8
808,11,2,0,2,2,1,4,4,3,5,4,2,1,4,2,4,4,4,2,2,6,2.0,2,2,2,5,5,3,4,5,5,5,2,5,5,5,2,5,0.85
809,3,1,Neva Masquerade,1,1,2,3,3,4,4,5,2,1,4,2,5,5,5,2,2,1,0.0,1,5,4,4,2,4,4,4,3,4,3,4,5,4,4,5,1.0
810,2,1,sphynx,2,2,2,3,5,4,4,4,2,1,3,1,5,4,5,2,2,4,0.0,2,4,4,2,5,4,2,4,4,4,4,4,4,4,4,3,1.0
811,11,1,0,2,1,1,4,5,3,3,5,4,3,5,5,3,5,4,3,2,1,0.0,2,5,5,5,2,2,3,1,2,1,1,4,4,5,4,5,1.0
812,13,2,0,2,1,1,4,3,3,4,2,2,1,3,2,5,2,5,1,2,1,0.0,2,1,1,4,4,4,3,5,2,5,1,5,4,5,1,5,1.0
813,1,1,0,1,1,1,3,5,5,3,5,5,3,5,3,4,5,4,2,2,1,0.0,1,1,2,4,4,4,3,4,4,4,2,2,3,4,4,4,0.8
814,12,2,0,2,2,1,3,3,3,5,5,2,1,4,1,5,5,5,2,2,4,0.0,2,3,2,4,4,3,3,4,4,3,1,4,5,5,2,5,1.0
815,13,2,Maine Coon,2,2,1,4,4,3,3,2,2,1,4,2,4,2,5,1,2,4,1.0,2,3,2,4,5,4,1,5,2,4,4,4,3,5,1,3,0.95
816,1,1,bengal,1,1,1,3,5,4,4,4,2,1,4,2,5,4,4,1,1,2,1.0,1,4,1,4,4,4,4,3,3,4,1,4,4,4,2,4,1.0
817,8,1,0,2,1,2,2,4,4,3,4,3,1,2,2,4,3,4,3,2,4,13.0,2,4,4,4,3,1,4,4,4,4,4,2,2,2,4,2,1.0
818,6,2,0,2,1,2,3,4,4,3,3,1,1,4,1,5,4,5,1,2,1,1.0,2,5,4,4,5,5,4,5,5,5,1,5,5,5,4,4,1.0
819,4,1,0,2,1,1,3,5,5,4,5,4,1,4,2,5,5,4,4,2,3,1.0,2,5,5,2,2,2,4,3,2,4,2,4,4,5,2,5,1.0
820,6,1,0,2,1,1,3,4,3,3,1,3,1,3,4,4,4,4,1,2,4,2.0,2,3,2,3,3,4,1,3,4,4,4,2,2,5,2,5,1.0
821,2,1,0,2,1,1,3,5,4,5,5,1,1,4,2,5,5,5,1,2,4,0.0,2,4,2,2,2,3,4,4,4,4,2,4,4,5,1,5,1.0
822,10,1,"Part domestic, part siamese",2,1,1,3,4,4,5,4,2,1,4,1,5,5,5,4,2,3,2.0,2,4,4,3,5,2,2,4,3,5,3,3,5,5,1,5,1.0
823,2,1,Devon Rex,2,1,1,3,4,5,4,5,2,1,4,2,5,4,5,2,2,3,0.0,2,4,3,4,4,5,1,4,5,5,2,4,4,5,2,4,1.0
824,2,2,0,1,1,2,3,4,5,5,3,1,1,4,1,5,5,1,4,2,2,2.0,1,5,5,4,3,2,4,2,4,5,2,3,4,5,3,3,0.9
825,3,1,0,2,2,2,3,3,3,3,2,4,1,2,3,4,4,4,5,2,3,0.0,2,2,3,4,4,4,4,3,5,3,4,5,4,4,1,3,0.8
826,5,1,0,2,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2,2,5,5.0,2,4,3,5,3,3,5,4,3,3,1,4,5,5,1,5,1.0
827,5,1,0,2,1,1,3,3,4,1,5,4,1,3,2,4,5,3,4,2,2,1.0,2,4,2,4,4,3,1,4,4,4,1,4,5,4,2,4,0.95
828,3,2,0,2,1,1,3,4,4,3,4,1,1,3,2,5,4,5,1,2,6,2.0,2,4,4,5,5,5,1,5,5,5,1,2,5,5,1,5,1.0
829,4,2,Sacred Birman,1,1,2,3,4,4,3,4,2,1,3,2,4,4,5,1,2,3,2.0,1,2,2,4,3,3,4,5,5,5,4,2,2,4,3,4,1.0
830,3,1,0,2,1,1,3,5,4,4,4,2,1,3,1,4,3,4,3,2,2,0.0,2,4,3,3,4,3,3,4,4,4,2,4,4,4,3,4,0.8
831,6,1,0,1,1,1,4,4,4,1,4,3,1,2,3,4,4,3,3,2,4,1.0,1,3,4,2,3,2,4,4,4,5,2,3,4,4,3,4,0.95
832,12,1,0,2,2,1,3,5,5,5,4,2,1,3,2,5,4,5,3,2,1,3.0,2,4,4,4,3,2,3,4,3,4,1,3,5,3,1,4,0.95
833,13,2,0,1,1,1,4,3,1,2,2,4,1,3,3,5,2,3,4,2,3,1.0,1,4,2,5,5,3,4,4,4,5,1,4,5,5,4,4,0.95
834,8,2,Ragdoll,1,1,1,3,5,4,5,3,2,1,2,2,4,4,4,2,2,1,0.0,1,4,4,4,4,4,2,5,5,5,1,5,5,5,4,3,0.8
835,7,1,0,2,1,1,3,5,3,5,5,2,1,5,1,4,4,5,4,2,2,0.0,2,3,1,4,5,4,4,3,4,2,3,4,5,1,2,3,1.0
836,3,1,British Blue,2,1,1,3,5,5,3,2,3,1,4,3,4,3,5,1,2,3,0.0,2,1,1,5,3,5,3,3,5,3,1,5,5,5,1,5,1.0
838,3,1,0,2,1,1,4,3,3,1,2,4,1,2,2,4,3,4,5,2,5,1.0,2,5,5,4,2,2,5,3,3,5,3,4,4,4,2,3,0.9
839,5,2,0,2,1,1,3,5,5,3,4,2,1,4,3,5,4,5,3,2,2,0.0,2,4,4,4,2,2,4,3,4,4,1,5,5,5,2,2,1.0
840,2,1,0,1,1,1,3,5,4,5,3,3,1,3,2,5,3,4,2,2,2,0.0,1,5,4,3,4,3,3,3,3,3,2,4,4,5,2,3,0.9
841,1,1,0,2,1,1,3,4,4,5,5,2,3,4,2,4,4,5,2,2,2,1.0,2,4,2,4,5,4,2,3,5,5,4,5,5,5,3,5,1.0
842,6,1,0,2,1,1,3,5,3,3,4,2,1,4,4,4,4,4,1,2,2,1.0,2,5,5,2,2,2,4,4,5,5,2,2,5,5,1,5,0.95
843,8,1,0,2,1,1,3,5,3,4,4,1,3,4,2,4,4,4,2,2,2,0.0,2,4,2,2,5,5,1,4,2,4,4,3,4,5,5,4,0.95
845,3,1,0,2,1,1,3,5,4,3,3,1,3,2,2,4,2,5,1,2,3,3.0,2,5,5,4,4,2,5,3,4,4,1,4,5,5,1,5,0.9
846,8,1,0,2,2,1,3,4,3,5,4,4,1,3,2,5,4,5,3,2,2,0.0,2,3,2,4,5,5,2,4,4,3,2,3,5,5,1,5,1.0
847,10,1,Long haired ginger somali,2,1,1,3,4,5,3,5,2,1,4,1,5,5,5,2,2,1,0.0,2,2,1,4,5,5,1,5,3,5,4,3,4,5,2,4,1.0
849,5,1,0,2,1,1,3,5,5,5,2,2,1,1,4,4,1,2,1,2,3,0.0,2,3,3,3,5,2,4,1,4,5,1,4,4,4,4,3,0.85
850,15,1,0,2,1,1,4,3,4,1,3,3,1,3,2,4,4,5,2,2,5,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
851,8,1,Bengal,2,1,1,3,4,5,3,4,3,1,4,1,5,5,4,2,2,2,3.0,2,5,4,3,5,5,2,4,4,5,1,5,5,5,4,4,1.0
852,4,2,moggie,2,1,2,3,4,4,3,2,2,1,5,5,5,4,4,3,2,6,0.0,2,3,3,4,5,4,2,4,4,2,1,5,5,4,2,3,1.0
853,11,1,0,2,1,1,4,5,5,5,5,1,1,2,1,5,5,5,2,1,3,0.0,2,1,2,4,5,4,1,5,2,5,3,3,4,5,4,4,1.0
854,5,1,Balinese,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,1,2,2,5.0,2,1,1,5,5,5,1,5,5,5,1,4,5,5,1,5,1.0
855,3,2,0,1,1,1,3,5,5,5,5,3,1,4,1,5,5,5,3,2,1,1.0,1,4,4,4,5,5,4,4,4,5,4,5,5,5,2,5,1.0
856,10,1,0,2,1,1,3,4,3,4,4,2,1,3,2,5,4,5,2,2,3,0.0,2,1,2,3,5,5,1,4,3,3,1,3,5,4,1,5,1.0
857,1,1,0,2,1,1,4,5,4,3,4,2,3,4,2,3,3,4,2,2,3,0.0,2,4,4,4,5,5,2,4,4,4,2,4,4,4,4,4,0.75
858,4,2,0,2,1,1,3,4,3,1,3,3,1,4,3,4,4,3,1,2,2,0.0,2,5,4,4,2,3,4,3,4,4,4,4,4,4,4,4,0.95
859,19,2,Russian Blue,1,2,1,2,4,3,5,5,2,1,4,1,5,5,5,2,2,2,2.0,1,5,4,5,4,4,4,4,4,3,1,5,5,5,1,5,1.0
860,5,1,Maine Coon,2,1,1,3,5,5,4,5,1,1,5,1,5,4,5,1,2,2,6.0,2,5,0,0,4,0,4,3,0,4,0,5,0,3,0,0,1.0
861,1,2,0,2,1,1,3,4,4,4,5,2,1,4,2,4,4,4,2,2,2,0.0,2,2,2,4,5,5,1,4,4,4,4,1,4,5,4,3,0.85
862,1,1,0,2,2,1,3,4,3,3,5,3,1,4,2,5,4,5,2,2,2,0.0,2,4,4,5,3,3,3,4,3,4,2,5,5,5,2,5,1.0
863,3,1,0,1,1,1,3,5,5,4,3,1,1,5,3,5,5,5,1,1,4,0.0,1,5,3,3,5,3,5,5,5,5,3,5,5,3,3,3,1.0
864,2,1,0,2,2,2,3,4,4,3,2,3,4,2,3,2,2,3,3,2,3,0.0,2,3,4,5,3,3,5,4,5,2,1,4,5,5,3,3,0.5
865,11,1,Burmese cross ,2,1,1,4,5,3,3,5,2,1,4,1,5,5,5,2,2,2,0.0,2,5,5,1,4,4,4,3,2,4,4,2,2,5,2,4,0.8
866,13,2,0,2,2,1,3,4,4,3,5,2,1,4,1,5,5,5,2,2,5,1.0,2,2,1,5,5,5,1,5,5,5,1,5,5,5,1,4,1.0
867,14,2,0,2,1,1,4,4,3,4,2,3,3,3,2,4,3,4,4,2,1,0.0,2,4,4,4,3,4,3,3,4,3,4,2,4,4,4,4,0.9
868,6,1,0,1,1,1,4,5,4,3,4,4,1,4,1,5,4,4,2,2,2,1.0,1,5,4,4,4,2,4,4,5,5,2,4,4,4,4,4,1.0
869,19,1,0,1,1,1,3,5,5,3,4,2,1,5,2,5,4,5,2,2,4,5.0,1,4,3,4,5,5,1,4,3,3,1,4,5,5,1,5,1.0
870,6,2,0,2,1,1,3,5,5,3,4,4,1,2,4,5,3,5,4,2,3,1.0,2,2,2,4,3,4,2,5,5,5,3,1,3,5,4,4,1.0
871,9,2,0,2,1,1,3,5,4,4,5,4,1,4,2,5,4,4,2,2,2,2.0,2,5,0,0,2,0,4,4,0,5,0,4,0,4,0,0,1.0
872,10,2,0,2,2,1,3,4,4,4,4,3,2,2,3,3,2,3,3,2,4,0.0,2,5,4,3,5,3,3,3,3,3,1,5,5,3,1,3,1.0
873,5,2,0,2,1,1,2,1,1,4,2,2,3,4,4,4,2,4,1,2,2,5.0,2,4,1,5,4,4,1,4,4,4,4,1,5,5,1,5,1.0
874,5,1,0,1,1,1,4,3,3,3,3,1,1,2,4,4,4,4,2,2,2,5.0,1,5,5,1,1,1,4,3,4,5,4,3,3,3,4,4,0.95
875,16,2,0,2,1,1,2,3,3,5,5,1,1,4,1,5,5,5,1,2,1,0.0,2,3,2,3,4,4,3,3,4,3,3,4,4,5,3,5,0.95
876,8,2,0,2,2,1,3,5,4,2,2,4,1,4,3,4,3,4,4,2,3,0.0,2,4,4,5,4,5,3,5,2,4,4,1,4,5,4,5,1.0
877,10,2,0,2,1,1,3,5,4,4,4,3,1,3,2,4,3,4,3,2,5,0.0,2,2,2,3,4,4,4,4,4,3,4,4,4,4,3,4,0.95
878,3,2,0,2,1,1,3,5,5,1,4,3,3,4,3,4,3,4,4,2,2,1.0,2,4,5,5,4,5,4,3,5,4,4,4,5,5,1,5,1.0
879,12,2,0,2,2,1,3,4,3,5,5,1,1,3,3,4,5,5,1,2,1,0.0,2,4,4,4,4,2,4,3,4,5,4,2,4,5,5,5,1.0
880,1,1,0,1,2,1,3,4,5,1,4,3,1,4,2,5,5,5,3,2,3,0.0,1,4,3,3,3,4,2,3,3,3,1,4,5,4,2,5,0.95
881,1,1,British shorthair ,1,1,1,3,5,4,4,4,2,1,4,2,4,4,5,1,2,2,0.0,1,5,2,4,4,4,5,5,4,5,1,5,4,4,4,4,1.0
882,4,2,0,2,1,2,4,4,4,3,4,3,1,2,2,5,4,3,3,2,3,3.0,2,5,5,4,4,3,3,4,5,5,4,5,5,4,2,5,1.0
883,5,1,British shorthair,1,1,1,3,3,3,3,3,3,1,2,3,3,3,3,2,2,4,5.0,1,3,3,5,5,5,1,5,4,3,1,3,4,3,3,4,0.95
884,2,2,0,2,1,1,4,3,4,1,5,2,1,5,3,5,3,4,1,2,1,2.0,2,2,4,5,4,2,4,3,3,4,1,4,5,5,2,5,0.95
885,4,1,0,1,1,2,4,4,4,4,4,2,1,3,2,5,4,4,1,1,3,2.0,1,1,4,4,4,1,2,4,3,5,4,5,4,5,3,4,1.0
886,19,1,Half Birman half Tom cat,2,2,1,2,4,4,3,4,2,1,3,2,4,4,5,1,2,4,0.0,2,5,4,1,1,1,5,1,3,4,4,5,5,5,4,5,0.95
887,8,2,0,2,1,1,3,5,3,5,2,5,1,2,2,5,2,2,5,2,1,0.0,2,5,4,3,5,5,1,5,4,5,3,2,2,5,4,4,1.0
888,7,1,0,2,1,2,4,5,4,4,2,4,4,2,2,2,1,1,4,2,3,0.0,2,5,2,5,5,4,2,4,3,3,2,4,4,3,4,4,0.8
889,10,2,Old English tortoise-shell,2,1,1,2,4,4,3,4,4,3,3,2,4,3,5,3,2,3,0.0,2,4,3,4,5,4,2,4,5,5,1,5,5,4,2,4,1.0
890,1,2,0,2,1,1,3,5,4,3,4,2,1,4,2,5,4,5,4,2,1,1.0,2,5,5,2,4,3,2,2,2,2,2,4,4,5,4,4,1.0
891,8,2,0,2,1,2,3,1,3,2,3,5,1,2,2,5,3,5,5,2,1,3.0,2,4,4,3,4,3,3,3,3,3,2,5,4,5,2,4,0.9
892,2,2,0,2,1,2,3,4,4,3,5,4,1,2,2,5,3,5,2,1,2,2.0,2,3,2,5,4,3,4,3,5,5,4,5,5,5,4,5,1.0
893,10,2,0,2,1,1,3,5,3,1,4,2,1,4,3,4,4,4,2,2,2,0.0,2,4,4,4,3,2,4,3,4,3,2,4,5,5,3,4,0.85
894,5,2,0,2,1,1,3,5,5,5,4,2,1,4,2,4,4,5,2,2,2,1.0,2,1,1,5,5,5,1,5,5,4,1,5,5,5,1,5,1.0
895,22,1,0,2,2,1,2,4,1,4,5,2,1,4,2,4,5,4,2,2,5,2.0,2,5,4,5,5,3,3,5,5,5,4,1,2,4,5,2,1.0
896,1,2,0,2,1,2,3,3,4,1,2,5,2,3,2,4,4,5,4,2,1,1.0,2,4,4,4,3,3,4,4,4,4,3,4,4,4,4,2,0.95
897,2,1,Birman,1,1,1,3,4,4,3,3,4,1,4,2,5,4,5,4,2,2,1.0,1,5,3,4,5,4,2,4,5,5,2,4,4,5,2,5,1.0
898,13,1,0,2,1,1,3,5,4,3,4,1,1,5,2,5,5,5,1,2,3,0.0,2,1,1,4,4,3,4,4,4,5,4,4,3,3,2,4,1.0
899,6,1,Bengal,2,2,1,3,5,5,5,4,1,1,2,2,5,5,4,2,2,3,0.0,2,1,1,5,5,4,1,5,4,2,3,3,4,5,1,5,1.0
900,1,1,0,1,1,1,3,5,5,3,4,3,1,3,2,3,4,4,2,2,2,0.0,1,5,4,3,5,4,4,4,4,4,2,4,4,4,4,4,0.95
901,16,2,0,1,2,1,2,3,2,4,5,3,1,3,3,4,4,3,2,1,2,2.0,1,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,0.85
902,5,1,0,2,1,1,4,3,3,3,3,1,1,2,1,5,4,4,1,2,1,6.0,2,5,5,2,3,4,5,2,2,4,2,5,5,4,4,4,0.95
903,1,2,British Short Hair,1,2,1,3,5,5,4,5,4,1,5,1,5,5,5,2,2,3,0.0,1,4,2,4,5,5,2,3,3,4,2,2,5,5,3,3,1.0
904,6,1,0,2,1,2,3,5,3,1,4,5,1,1,1,5,2,5,4,2,3,2.0,2,4,1,4,5,5,1,4,3,5,1,1,5,4,1,4,0.95
905,3,2,0,1,2,2,4,4,3,3,1,1,4,2,3,1,1,2,4,2,3,0.0,1,5,4,4,1,3,3,3,4,4,4,4,5,5,4,4,0.75
906,8,1,0,2,1,1,4,4,3,4,5,1,1,4,1,4,2,5,2,2,4,2.0,2,1,4,4,4,4,3,5,5,4,1,4,4,5,1,4,1.0
907,2,2,0,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,4,2,4,5.0,2,2,1,5,4,5,4,5,5,5,1,5,5,5,1,5,1.0
908,8,1,0,2,1,2,3,5,5,5,1,1,1,2,2,5,1,5,3,2,3,1.0,2,1,1,5,5,5,1,5,4,5,3,4,5,5,1,5,1.0
909,5,1,0,1,1,2,4,3,3,3,3,4,3,2,2,4,4,4,2,2,3,1.0,1,3,1,5,2,4,3,3,4,4,1,4,3,3,5,5,1.0
910,10,2,0,1,1,2,3,5,5,5,4,2,3,2,2,4,2,5,2,2,3,1.0,1,3,3,4,5,5,2,4,5,4,3,5,5,5,3,5,1.0
911,2,2,0,1,1,1,3,5,5,4,4,2,1,2,3,4,4,4,1,1,3,0.0,1,5,4,2,4,3,4,4,4,5,4,4,4,5,4,3,1.0
912,8,1,Ocicat,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,2,2,4,3.0,1,1,2,4,5,5,4,4,5,5,4,4,5,5,4,5,1.0
913,1,2,0,2,1,1,3,4,5,4,2,3,1,3,4,2,2,4,2,2,3,1.0,2,5,4,3,5,4,4,4,4,5,4,5,5,5,3,4,0.7
914,6,1,Persian,2,1,1,3,5,5,5,4,2,1,4,4,4,4,5,2,2,5,6.0,2,5,4,2,4,2,4,4,4,3,2,2,4,5,3,3,0.9
915,3,1,0,1,1,1,4,4,3,3,2,3,1,3,1,5,3,4,3,1,3,0.0,1,3,3,5,3,3,4,4,3,4,4,4,4,5,2,4,0.8
916,9,2,Moggy,2,1,2,3,3,4,5,5,2,1,1,5,5,5,2,3,2,2,0.0,2,2,0,0,5,0,1,4,0,2,0,3,0,5,0,0,1.0
917,8,2,0,1,1,1,3,5,3,1,3,2,1,3,1,5,4,5,2,2,4,0.0,1,1,1,5,5,4,1,4,4,4,1,4,5,5,2,5,0.95
918,6,1,0,2,1,2,3,5,4,4,3,2,1,4,2,4,2,4,2,2,4,1.0,2,2,2,5,2,4,4,5,4,4,3,4,4,5,3,5,0.85
919,16,1,European short hair,2,2,1,1,4,3,3,4,2,1,3,3,4,4,4,1,2,6,0.0,2,4,4,4,2,1,4,2,2,3,3,3,5,5,3,5,1.0
920,11,1,0,2,1,1,3,3,4,4,3,4,1,2,2,5,3,5,3,2,3,2.0,2,3,2,4,2,2,4,4,2,4,1,4,5,4,4,3,1.0
921,6,1,Oriental longhair and Balinese,1,1,1,3,4,4,4,3,3,1,3,2,3,5,5,2,2,4,6.0,1,1,1,4,5,4,2,4,4,3,3,4,4,5,4,4,1.0
922,3,2,0,2,1,1,4,5,5,5,5,3,1,3,1,5,5,4,2,1,4,2.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.0
923,14,1,0,2,1,2,3,3,3,1,2,2,3,2,2,3,4,4,2,2,6,2.0,2,4,3,4,5,5,3,4,3,5,3,3,4,5,1,5,1.0
924,10,2,0,2,2,1,4,4,4,5,2,4,1,2,2,5,4,4,1,2,5,1.0,2,4,4,2,3,2,4,4,5,4,4,5,5,4,4,3,1.0
925,8,1,0,2,2,1,3,5,4,3,4,1,1,5,2,5,5,5,1,2,3,2.0,2,5,2,3,4,4,3,4,4,3,4,2,4,5,2,5,1.0
926,10,1,0,2,2,1,3,4,4,3,2,2,1,3,3,4,2,4,2,0,2,0.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9
927,13,2,0,2,2,1,3,3,3,1,3,4,1,4,4,4,3,4,2,2,4,0.0,2,5,4,2,3,3,3,3,4,3,1,2,5,4,1,5,0.9
928,7,2,0,2,1,1,3,4,4,1,5,2,1,4,2,5,5,5,3,2,1,0.0,2,1,1,5,5,5,1,4,4,4,1,5,5,5,1,5,1.0
929,6,2,0,1,1,1,4,2,5,4,1,5,1,2,2,5,3,3,5,2,3,0.0,1,4,4,3,3,2,4,3,3,2,3,4,4,3,4,4,0.95
931,5,1,0,2,1,1,3,4,4,2,5,4,1,4,3,4,5,4,4,2,3,1.0,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1.0
932,1,1,Burmese,1,1,1,3,5,5,3,3,2,1,4,2,5,4,5,1,2,1,3.0,1,1,2,3,2,3,3,4,3,5,4,3,3,5,1,4,0.95
933,10,1,Burmese,2,1,1,4,4,3,1,4,2,1,4,2,5,5,5,1,2,3,3.0,2,5,3,3,4,3,3,3,3,3,3,3,4,4,3,4,1.0
934,7,1,Ragdoll,2,1,1,3,4,3,3,5,5,1,5,1,5,5,5,1,2,3,2.0,2,4,2,4,5,4,2,4,4,4,1,4,5,5,1,5,1.0
935,2,1,0,2,1,1,3,3,5,3,4,2,2,2,4,4,4,4,4,2,2,0.0,2,4,0,0,4,0,4,4,0,4,0,4,0,4,0,0,0.9
936,2,1,0,2,1,1,3,4,3,3,3,4,1,2,3,4,2,3,3,1,1,0.0,2,2,4,3,2,2,4,3,3,2,2,4,3,4,4,4,0.8
